71 3.86700000000e+00  1.697e+03 1.137e+03 1.956e+00 1.685e+06
72 3.91000000000e+00  1.619e+03 1.118e+03 1.881e+00 1.630e+06
73 3.95300000000e+00  1.593e+03 1.077e+03 1.798e+00 1.547e+06
74 4.00000000000e+00  1.667e+03 1.031e+03 1.890e+00 1.597e+06
75 4.05600000000e+00  1.700e+03 1.082e+03 1.938e+00 1.649e+06
76 4.09700000000e+00  1.686e+03 1.106e+03 1.935e+00 1.657e+06
77 4.14300000000e+00  1.630e+03 1.102e+03 1.885e+00 1.623e+06
78 4.18800000000e+00  1.543e+03 1.075e+03 1.800e+00 1.557e+06
79 4.23700000000e+00  1.585e+03 1.028e+03 1.793e+00 1.504e+06
80 4.28400000000e+00  1.636e+03 1.021e+03 1.861e+00 1.571e+06
81 4.32800000000e+00  1.645e+03 1.057e+03 1.883e+00 1.599e+06
82 4.37200000000e+00  1.605e+03 1.064e+03 1.854e+00 1.581e+06
83 4.41900000000e+00  1.530e+03 1.047e+03 1.786e+00 1.527e+06
84 4.46300000000e+00  1.472e+03 1.008e+03 1.687e+00 1.445e+06
85 4.50600000000e+00  1.531e+03 9.524e+02 1.743e+00 1.454e+06
86 4.55100000000e+00  1.553e+03 9.777e+02 1.781e+00 1.491e+06
87 4.59700000000e+00  1.529e+03 9.930e+02 1.771e+00 1.486e+06
88 4.64300000000e+00  1.467e+03 9.836e+02 1.720e+00 1.444e+06
89 4.69200000000e+00  1.377e+03 9.527e+02 1.636e+00 1.372e+06
90 4.73900000000e+00  1.374e+03 9.042e+02 1.572e+00 1.288e+06
91 4.78200000000e+00  1.401e+03 8.651e+02 1.617e+00 1.327e+06
92 4.82700000000e+00  1.394e+03 8.837e+02 1.625e+00 1.334e+06
93 4.87300000000e+00  1.348e+03 8.814e+02 1.592e+00 1.305e+06
94 4.92000000000e+00  1.277e+03 8.606e+02 1.530e+00 1.249e+06
95 4.96300000000e+00  1.187e+03 8.242e+02 1.445e+00 1.173e+06
96 5.01000000000e+00  1.198e+03 7.757e+02 1.393e+00 1.128e+06
97 5.05700000000e+00  1.204e+03 7.595e+02 1.414e+00 1.130e+06
98 5.10300000000e+00  1.185e+03 7.499e+02 1.408e+00 1.123e+06
99 5.15400000000e+00  1.140e+03 7.394e+02 1.374e+00 1.091e+06
100 5.19800000000e+00  1.080e+03 7.193e+02 1.320e+00 1.042e+06
101 5.24800000000e+00  1.007e+03 6.887e+02 1.250e+00 9.802e+05
102 5.29500000000e+00  9.819e+02 6.598e+02 1.175e+00 9.501e+05
103 5.33900000000e+00  9.816e+02 6.485e+02 1.171e+00 9.379e+05
104 5.38400000000e+00  9.687e+02 6.411e+02 1.168e+00 9.276e+05
105 5.43000000000e+00  9.425e+02 6.336e+02 1.150e+00 9.211e+05
106 5.48200000000e+00  9.174e+02 6.229e+02 1.116e+00 9.147e+05
107 5.52600000000e+00  9.141e+02 6.202e+02 1.073e+00 9.036e+05
108 5.57500000000e+00  9.048e+02 6.130e+02 1.023e+00 9.022e+05
109 5.61800000000e+00  9.046e+02 6.042e+02 1.016e+00 8.937e+05
110 5.66100000000e+00  8.995e+02 6.016e+02 1.003e+00 8.857e+05
111 5.70400000000e+00  8.942e+02 5.947e+02 9.983e-01 8.835e+05
112 5.74800000000e+00  8.922e+02 5.862e+02 9.916e-01 8.769e+05
113 5.79000000000e+00  8.897e+02 5.845e+02 9.837e-01 8.680e+05
114 5.83200000000e+00  8.838e+02 5.808e+02 9.758e-01 8.664e+05
115 5.89100000000e+00  8.802e+02 5.720e+02 9.738e-01 8.629e+05
116 5.96800000000e+00  8.798e+02 5.696e+02 9.656e-01 8.523e+05
117 6.01000000000e+00  8.740e+02 5.659e+02 9.568e-01 8.519e+05
118 6.05500000000e+00  8.683e+02 5.602e+02 9.555e-01 8.485e+05
119 6.10200000000e+00  8.695e+02 5.536e+02 9.489e-01 8.417e+05
120 6.14200000000e+00  8.666e+02 5.530e+02 9.395e-01 8.364e+05
121 6.18500000000e+00  8.603e+02 5.487e+02 9.368e-01 8.350e+05
122 6.22900000000e+00  8.586e+02 5.398e+02 9.346e-01 8.309e+05
123 6.27600000000e+00  8.580e+02 5.396e+02 9.252e-01 8.203e+05
124 6.32000000000e+00  8.531e+02 5.362e+02 9.204e-01 8.221e+05
125 6.36200000000e+00  8.467e+02 5.313e+02 9.187e-01 8.192e+05
126 6.40500000000e+00  8.484e+02 5.250e+02 9.131e-01 8.124e+05
127 6.44600000000e+00  8.457e+02 5.253e+02 9.030e-01 8.079e+05
128 6.49900000000e+00  8.407e+02 5.212e+02 9.026e-01 8.069e+05
129 6.54600000000e+00  8.371e+02 5.137e+02 9.004e-01 8.036e+05
130 6.59200000000e+00  8.373e+02 5.127e+02 8.913e-01 7.939e+05
131 6.63600000000e+00  8.345e+02 5.106e+02 8.867e-01 7.946e+05
132 6.68200000000e+00  8.270e+02 5.061e+02 8.860e-01 7.934e+05
133 6.72700000000e+00  8.269e+02 4.991e+02 8.812e-01 7.869e+05
134 6.77400000000e+00  8.269e+02 5.000e+02 8.718e-01 7.804e+05
135 6.81500000000e+00  8.227e+02 4.970e+02 8.704e-01 7.817e+05
136 6.86000000000e+00  8.139e+02 4.907e+02 8.694e-01 7.790e+05
137 6.92100000000e+00  8.171e+02 4.879e+02 8.620e-01 7.714e+05
138 6.96400000000e+00  8.162e+02 4.869e+02 8.544e-01 7.682e+05
139 7.01000000000e+00  8.102e+02 4.836e+02 8.558e-01 7.691e+05
140 7.05600000000e+00  8.047e+02 4.764e+02 8.519e-01 7.644e+05
141 7.10200000000e+00  8.073e+02 4.765e+02 8.443e-01 7.555e+05
142 7.14600000000e+00  8.048e+02 4.748e+02 8.402e-01 7.570e+05
143 7.18800000000e+00  7.986e+02 4.697e+02 8.404e-01 7.556e+05
144 7.23200000000e+00  7.953e+02 4.644e+02 8.353e-01 7.506e+05
145 7.27400000000e+00  7.968e+02 4.646e+02 8.256e-01 7.424e+05
146 7.32400000000e+00  7.944e+02 4.627e+02 8.266e-01 7.449e+05
147 7.36700000000e+00  7.861e+02 4.572e+02 8.245e-01 7.434e+05
148 7.41200000000e+00  7.855e+02 4.540e+02 8.189e-01 7.362e+05
149 7.45900000000e+00  7.871e+02 4.540e+02 8.103e-01 7.314e+05
150 7.50200000000e+00  7.829e+02 4.505e+02 8.120e-01 7.335e+05
151 7.55100000000e+00  7.745e+02 4.446e+02 8.100e-01 7.301e+05
152 7.59500000000e+00  7.763e+02 4.436e+02 8.019e-01 7.227e+05
153 7.63800000000e+00  7.765e+02 4.429e+02 7.971e-01 7.207e+05
154 7.68200000000e+00  7.724e+02 4.393e+02 7.986e-01 7.216e+05
155 7.72600000000e+00  7.625e+02 4.324e+02 7.945e-01 7.181e+05
156 7.77800000000e+00  7.663e+02 4.338e+02 7.865e-01 7.091e+05
157 7.82100000000e+00  7.668e+02 4.323e+02 7.844e-01 7.099e+05
158 7.86200000000e+00  7.614e+02 4.277e+02 7.846e-01 7.105e+05
159 7.90700000000e+00  7.519e+02 4.229e+02 7.802e-01 7.055e+05
160 7.95700000000e+00  7.571e+02 4.236e+02 7.702e-01 6.960e+05
161 8.00500000000e+00  7.565e+02 4.219e+02 7.717e-01 6.993e+05
162 8.05000000000e+00  7.508e+02 4.172e+02 7.712e-01 6.987e+05
163 8.09100000000e+00  7.429e+02 4.137e+02 7.654e-01 6.937e+05
164 8.13300000000e+00  7.473e+02 4.143e+02 7.555e-01 6.844e+05
165 8.17800000000e+00  7.466e+02 4.118e+02 7.591e-01 6.885e+05
166 8.22000000000e+00  7.404e+02 4.064e+02 7.577e-01 6.880e+05
167 8.26100000000e+00  7.333e+02 4.049e+02 7.516e-01 6.820e+05
168 8.30400000000e+00  7.379e+02 4.047e+02 7.435e-01 6.744e+05
169 8.34800000000e+00  7.368e+02 4.021e+02 7.467e-01 6.783e+05
170 8.39600000000e+00  7.299e+02 3.966e+02 7.448e-01 6.770e+05
171 8.43700000000e+00  7.243e+02 3.961e+02 7.374e-01 6.704e+05
172 8.47900000000e+00  7.283e+02 3.959e+02 7.320e-01 6.645e+05
173 8.52100000000e+00  7.267e+02 3.926e+02 7.345e-01 6.678e+05
174 8.56600000000e+00  7.200e+02 3.866e+02 7.317e-01 6.661e+05
175 8.61000000000e+00  7.147e+02 3.877e+02 7.246e-01 6.596e+05
176 8.65400000000e+00  7.188e+02 3.868e+02 7.204e-01 6.544e+05
177 8.69600000000e+00  7.173e+02 3.835e+02 7.223e-01 6.578e+05
178 8.74100000000e+00  7.103e+02 3.776e+02 7.195e-01 6.560e+05
179 8.78700000000e+00  7.056e+02 3.792e+02 7.115e-01 6.491e+05
180 8.83300000000e+00  7.096e+02 3.784e+02 7.090e-01 6.449e+05
181 8.87600000000e+00  7.079e+02 3.748e+02 7.108e-01 6.479e+05
182 8.92000000000e+00  7.008e+02 3.697e+02 7.072e-01 6.458e+05
183 8.96200000000e+00  6.962e+02 3.714e+02 6.990e-01 6.388e+05
184 9.00900000000e+00  7.001e+02 3.701e+02 6.979e-01 6.351e+05
185 9.05100000000e+00  6.985e+02 3.662e+02 6.991e-01 6.379e+05
186 9.09300000000e+00  6.916e+02 3.621e+02 6.955e-01 6.358e+05
187 9.13400000000e+00  6.869e+02 3.634e+02 6.871e-01 6.288e+05
188 9.18000000000e+00  6.909e+02 3.621e+02 6.866e-01 6.256e+05
189 9.22500000000e+00  6.894e+02 3.583e+02 6.880e-01 6.284e+05
190 9.26500000000e+00  6.826e+02 3.546e+02 6.842e-01 6.263e+05
191 9.30700000000e+00  6.777e+02 3.559e+02 6.754e-01 6.194e+05
192 9.34900000000e+00  6.819e+02 3.545e+02 6.761e-01 6.162e+05
193 9.39200000000e+00  6.806e+02 3.505e+02 6.771e-01 6.191e+05
194 9.44000000000e+00  6.741e+02 3.475e+02 6.730e-01 6.171e+05
195 9.48100000000e+00  6.683e+02 3.485e+02 6.642e-01 6.104e+05
196 9.52300000000e+00  6.727e+02 3.470e+02 6.653e-01 6.066e+05
197 9.56500000000e+00  6.718e+02 3.430e+02 6.662e-01 6.097e+05
198 9.61100000000e+00  6.658e+02 3.402e+02 6.622e-01 6.080e+05
199 9.65400000000e+00  6.592e+02 3.413e+02 6.537e-01 6.016e+05
200 9.69900000000e+00  6.637e+02 3.398e+02 6.548e-01 5.975e+05
201 9.74100000000e+00  6.631e+02 3.360e+02 6.558e-01 6.006e+05
202 9.78500000000e+00  6.576e+02 3.335e+02 6.520e-01 5.990e+05
203 9.83200000000e+00  6.500e+02 3.345e+02 6.435e-01 5.932e+05
204 9.87800000000e+00  6.549e+02 3.330e+02 6.447e-01 5.883e+05
205 9.92300000000e+00  6.546e+02 3.291e+02 6.457e-01 5.917e+05
206 9.96800000000e+00  6.496e+02 3.268e+02 6.420e-01 5.905e+05
207 1.00120000000e+01  6.406e+02 3.278e+02 6.336e-01 5.849e+05
208 1.00570000000e+01  6.460e+02 3.263e+02 6.344e-01 5.791e+05
209 1.01020000000e+01  6.463e+02 3.225e+02 6.357e-01 5.829e+05
210 1.01440000000e+01  6.416e+02 3.201e+02 6.321e-01 5.821e+05
211 1.01870000000e+01  6.329e+02 3.212e+02 6.241e-01 5.769e+05
212 1.02340000000e+01  6.371e+02 3.199e+02 6.244e-01 5.703e+05
213 1.02760000000e+01  6.380e+02 3.163e+02 6.259e-01 5.740e+05
214 1.03180000000e+01  6.341e+02 3.139e+02 6.227e-01 5.739e+05
215 1.03610000000e+01  6.260e+02 3.150e+02 6.150e-01 5.693e+05
216 1.04030000000e+01  6.285e+02 3.138e+02 6.148e-01 5.613e+05
217 1.04490000000e+01  6.296e+02 3.103e+02 6.165e-01 5.656e+05
218 1.04920000000e+01  6.266e+02 3.076e+02 6.136e-01 5.657e+05
219 1.05350000000e+01  6.192e+02 3.089e+02 6.064e-01 5.618e+05
220 1.05760000000e+01  6.197e+02 3.078e+02 6.051e-01 5.542e+05
221 1.06180000000e+01  6.216e+02 3.045e+02 6.072e-01 5.572e+05
222 1.06710000000e+01  6.191e+02 3.015e+02 6.048e-01 5.577e+05
223 1.07120000000e+01  6.124e+02 3.028e+02 5.980e-01 5.545e+05
224 1.07540000000e+01  6.109e+02 3.019e+02 5.955e-01 5.475e+05
225 1.07950000000e+01  6.135e+02 2.989e+02 5.979e-01 5.486e+05
226 1.08440000000e+01  6.115e+02 2.957e+02 5.960e-01 5.499e+05
227 1.08950000000e+01  6.058e+02 2.971e+02 5.899e-01 5.472e+05
228 1.09370000000e+01  6.023e+02 2.964e+02 5.862e-01 5.409e+05
229 1.09780000000e+01  6.052e+02 2.935e+02 5.890e-01 5.404e+05
230 1.10200000000e+01  6.042e+02 2.899e+02 5.875e-01 5.421e+05
231 1.10690000000e+01  5.993e+02 2.915e+02 5.820e-01 5.399e+05
232 1.11120000000e+01  5.935e+02 2.910e+02 5.768e-01 5.346e+05
233 1.11550000000e+01  5.972e+02 2.884e+02 5.802e-01 5.322e+05
234 1.11980000000e+01  5.969e+02 2.841e+02 5.792e-01 5.342e+05
235 1.12420000000e+01  5.927e+02 2.859e+02 5.743e-01 5.329e+05
236 1.12910000000e+01  5.853e+02 2.857e+02 5.676e-01 5.283e+05
237 1.13340000000e+01  5.892e+02 2.834e+02 5.714e-01 5.238e+05
238 1.13770000000e+01  5.894e+02 2.792e+02 5.711e-01 5.266e+05
239 1.14200000000e+01  5.861e+02 2.806e+02 5.667e-01 5.259e+05
240 1.14690000000e+01  5.796e+02 2.805e+02 5.588e-01 5.220e+05
241 1.15110000000e+01  5.809e+02 2.786e+02 5.627e-01 5.157e+05
242 1.15580000000e+01  5.820e+02 2.747e+02 5.630e-01 5.190e+05
243 1.16000000000e+01  5.796e+02 2.754e+02 5.594e-01 5.188e+05
244 1.16440000000e+01  5.739e+02 2.756e+02 5.522e-01 5.156e+05
245 1.16900000000e+01  5.729e+02 2.738e+02 5.542e-01 5.097e+05
246 1.17340000000e+01  5.747e+02 2.704e+02 5.549e-01 5.112e+05
247 1.17760000000e+01  5.729e+02 2.702e+02 5.522e-01 5.119e+05
248 1.18190000000e+01  5.682e+02 2.707e+02 5.457e-01 5.094e+05
249 1.18650000000e+01  5.648e+02 2.693e+02 5.457e-01 5.043e+05
250 1.19090000000e+01  5.671e+02 2.661e+02 5.472e-01 5.037e+05
251 1.19580000000e+01  5.661e+02 2.651e+02 5.450e-01 5.049e+05
252 1.20050000000e+01  5.622e+02 2.658e+02 5.393e-01 5.032e+05
253 1.20620000000e+01  5.564e+02 2.648e+02 5.372e-01 4.988e+05
254 1.21050000000e+01  5.597e+02 2.620e+02 5.394e-01 4.961e+05
255 1.21450000000e+01  5.595e+02 2.602e+02 5.378e-01 4.979e+05
256 1.21880000000e+01  5.564e+02 2.611e+02 5.330e-01 4.968e+05
257 1.22290000000e+01  5.506e+02 2.604e+02 5.289e-01 4.932e+05
258 1.22770000000e+01  5.521e+02 2.580e+02 5.315e-01 4.884e+05
259 1.23220000000e+01  5.527e+02 2.552e+02 5.308e-01 4.909e+05
260 1.23630000000e+01  5.504e+02 2.566e+02 5.268e-01 4.905e+05
261 1.24080000000e+01  5.455e+02 2.561e+02 5.205e-01 4.876e+05
262 1.24520000000e+01  5.444e+02 2.540e+02 5.238e-01 4.825e+05
263 1.24960000000e+01  5.457e+02 2.504e+02 5.237e-01 4.839e+05
264 1.25380000000e+01  5.441e+02 2.520e+02 5.205e-01 4.842e+05
265 1.25790000000e+01  5.402e+02 2.519e+02 5.144e-01 4.820e+05
266 1.26210000000e+01  5.369e+02 2.502e+02 5.161e-01 4.777e+05
267 1.26630000000e+01  5.389e+02 2.469e+02 5.166e-01 4.767e+05
268 1.27120000000e+01  5.381e+02 2.475e+02 5.141e-01 4.777e+05
269 1.27540000000e+01  5.348e+02 2.477e+02 5.089e-01 4.762e+05
270 1.27970000000e+01  5.294e+02 2.463e+02 5.083e-01 4.727e+05
271 1.28390000000e+01  5.317e+02 2.435e+02 5.096e-01 4.698e+05
272 1.28870000000e+01  5.317e+02 2.431e+02 5.079e-01 4.713e+05
273 1.29290000000e+01  5.293e+02 2.435e+02 5.035e-01 4.705e+05
274 1.29730000000e+01  5.248e+02 2.426e+02 5.006e-01 4.676e+05
275 1.30150000000e+01  5.247e+02 2.402e+02 5.026e-01 4.629e+05
276 1.30570000000e+01  5.254e+02 2.387e+02 5.016e-01 4.648e+05
277 1.31030000000e+01  5.236e+02 2.395e+02 4.979e-01 4.646e+05
278 1.31460000000e+01  5.198e+02 2.389e+02 4.929e-01 4.624e+05
279 1.31880000000e+01  5.175e+02 2.368e+02 4.954e-01 4.584e+05
280 1.32290000000e+01  5.189e+02 2.343e+02 4.952e-01 4.583e+05
281 1.32730000000e+01  5.179e+02 2.355e+02 4.923e-01 4.587e+05
282 1.33160000000e+01  5.148e+02 2.351e+02 4.871e-01 4.571e+05
283 1.33580000000e+01  5.102e+02 2.335e+02 4.884e-01 4.538e+05
284 1.34000000000e+01  5.123e+02 2.305e+02 4.889e-01 4.517e+05
285 1.34420000000e+01  5.119e+02 2.314e+02 4.867e-01 4.528e+05
286 1.34850000000e+01  5.096e+02 2.315e+02 4.822e-01 4.518e+05
287 1.35290000000e+01  5.056e+02 2.302e+02 4.813e-01 4.491e+05
288 1.35730000000e+01  5.056e+02 2.276e+02 4.824e-01 4.450e+05
289 1.36150000000e+01  5.060e+02 2.275e+02 4.809e-01 4.466e+05
290 1.36560000000e+01  5.043e+02 2.278e+02 4.773e-01 4.463e+05
291 1.37050000000e+01  5.008e+02 2.268e+02 4.741e-01 4.443e+05
292 1.37490000000e+01  4.988e+02 2.247e+02 4.759e-01 4.408e+05
293 1.37920000000e+01  4.998e+02 2.235e+02 4.752e-01 4.406e+05
294 1.38360000000e+01  4.989e+02 2.241e+02 4.722e-01 4.409e+05
295 1.38830000000e+01  4.962e+02 2.235e+02 4.674e-01 4.394e+05
296 1.39280000000e+01  4.920e+02 2.218e+02 4.694e-01 4.364e+05
297 1.39720000000e+01  4.937e+02 2.195e+02 4.693e-01 4.343e+05
298 1.40170000000e+01  4.934e+02 2.205e+02 4.671e-01 4.352e+05
299 1.40590000000e+01  4.912e+02 2.203e+02 4.629e-01 4.344e+05
300 1.41100000000e+01  4.878e+02 2.188e+02 4.627e-01 4.320e+05
301 1.41520000000e+01  4.873e+02 2.164e+02 4.634e-01 4.283e+05
302 1.41940000000e+01  4.877e+02 2.169e+02 4.618e-01 4.296e+05
303 1.42380000000e+01  4.863e+02 2.169e+02 4.585e-01 4.293e+05
304 1.42790000000e+01  4.833e+02 2.158e+02 4.562e-01 4.275e+05
305 1.43250000000e+01  4.812e+02 2.137e+02 4.576e-01 4.245e+05
306 1.43770000000e+01  4.821e+02 2.132e+02 4.567e-01 4.239e+05
307 1.44190000000e+01  4.812e+02 2.136e+02 4.540e-01 4.243e+05
308 1.44610000000e+01  4.791e+02 2.129e+02 4.498e-01 4.231e+05
309 1.45060000000e+01  4.755e+02 2.111e+02 4.519e-01 4.205e+05
310 1.45490000000e+01  4.768e+02 2.094e+02 4.518e-01 4.187e+05
311 1.45930000000e+01  4.768e+02 2.101e+02 4.499e-01 4.195e+05
312 1.46460000000e+01  4.752e+02 2.096e+02 4.464e-01 4.189e+05
313 1.47010000000e+01  4.723e+02 2.082e+02 4.477e-01 4.172e+05
314 1.47530000000e+01  4.732e+02 2.059e+02 4.486e-01 4.146e+05
315 1.48020000000e+01  4.739e+02 2.061e+02 4.476e-01 4.163e+05
316 1.48440000000e+01  4.734e+02 2.058e+02 4.450e-01 4.166e+05
317 1.48900000000e+01  4.716e+02 2.046e+02 4.480e-01 4.156e+05
318 1.49370000000e+01  4.747e+02 2.024e+02 4.505e-01 4.150e+05
319 1.49820000000e+01  4.773e+02 2.003e+02 4.513e-01 4.181e+05
320 1.50290000000e+01  4.784e+02 2.000e+02 4.553e-01 4.197e+05
321 1.50710000000e+01  4.856e+02 1.988e+02 4.629e-01 4.214e+05
322 1.51230000000e+01  4.972e+02 1.966e+02 4.792e-01 4.288e+05
323 1.51670000000e+01  5.400e+02 1.936e+02 5.207e-01 4.506e+05
324 1.52120000000e+01  5.839e+02 1.900e+02 5.627e-01 4.885e+05
325 1.52560000000e+01  6.278e+02 1.862e+02 6.051e-01 5.266e+05
326 1.53040000000e+01  6.721e+02 1.833e+02 6.475e-01 5.655e+05
327 1.53480000000e+01  7.154e+02 1.795e+02 6.889e-01 6.037e+05
328 1.53960000000e+01  7.579e+02 1.752e+02 7.297e-01 6.416e+05
329 1.54500000000e+01  7.983e+02 1.704e+02 7.683e-01 6.779e+05
330 1.55030000000e+01  8.368e+02 1.653e+02 8.049e-01 7.128e+05
331 1.55490000000e+01  8.721e+02 1.601e+02 8.385e-01 7.452e+05
332 1.56000000000e+01  9.047e+02 1.557e+02 8.689e-01 7.756e+05
333 1.56430000000e+01  9.334e+02 1.539e+02 8.954e-01 8.026e+05
334 1.56880000000e+01  9.581e+02 1.521e+02 9.182e-01 8.263e+05
335 1.57360000000e+01  9.786e+02 1.506e+02 9.364e-01 8.468e+05
336 1.57860000000e+01  9.951e+02 1.490e+02 9.501e-01 8.634e+05
337 1.58330000000e+01  1.007e+03 1.477e+02 9.594e-01 8.763e+05
338 1.58820000000e+01  1.015e+03 1.462e+02 9.642e-01 8.855e+05
339 1.59260000000e+01  1.019e+03 1.449e+02 9.647e-01 8.911e+05
340 1.59720000000e+01  1.020e+03 1.436e+02 9.616e-01 8.933e+05
341 1.60350000000e+01  1.018e+03 1.423e+02 9.551e-01 8.928e+05
342 1.60860000000e+01  1.012e+03 1.412e+02 9.457e-01 8.897e+05
343 1.61440000000e+01  1.005e+03 1.398e+02 9.342e-01 8.841e+05
344 1.61930000000e+01  9.954e+02 1.387e+02 9.210e-01 8.769e+05
345 1.62400000000e+01  9.845e+02 1.376e+02 9.063e-01 8.679e+05
346 1.62850000000e+01  9.722e+02 1.363e+02 8.909e-01 8.576e+05
347 1.63410000000e+01  9.588e+02 1.353e+02 8.744e-01 8.464e+05
348 1.63960000000e+01  9.448e+02 1.343e+02 8.579e-01 8.340e+05
349 1.64380000000e+01  9.297e+02 1.331e+02 8.407e-01 8.216e+05
